n,a,b,orientation,batch,samples,tau1,tau2,kind,ell_x,ell_y,count
65,7,4,first,11,500,33,49,LINE,1,0,1
65,7,4,first,11,500,33,50,LINE,1,0,1
65,7,4,first,11,500,33,52,LINE,1,0,1
65,7,4,first,11,500,34,34,DIRECT_RANK2,0,0,1
65,7,4,first,11,500,34,35,LINE,1,0,2
65,7,4,first,11,500,34,35,LINE,1,1,1
65,7,4,first,11,500,34,36,LINE,0,1,1
65,7,4,first,11,500,34,36,LINE,1,0,1
65,7,4,first,11,500,34,37,LINE,1,0,3
65,7,4,first,11,500,34,37,LINE,1,1,2
65,7,4,first,11,500,34,38,LINE,0,1,2
65,7,4,first,11,500,34,38,LINE,1,-1,1
65,7,4,first,11,500,34,38,LINE,1,0,6
65,7,4,first,11,500,34,38,LINE,1,1,1
65,7,4,first,11,500,34,39,LINE,0,1,1
65,7,4,first,11,500,34,40,LINE,1,0,2
65,7,4,first,11,500,34,40,LINE,1,1,1
65,7,4,first,11,500,34,41,LINE,0,1,3
65,7,4,first,11,500,34,41,LINE,1,0,3
65,7,4,first,11,500,34,41,LINE,1,1,1
65,7,4,first,11,500,34,42,LINE,0,1,1
65,7,4,first,11,500,34,42,LINE,1,0,2
65,7,4,first,11,500,34,43,LINE,0,1,1
65,7,4,first,11,500,34,43,LINE,1,0,3
65,7,4,first,11,500,34,44,LINE,1,0,1
65,7,4,first,11,500,34,45,LINE,0,1,1
65,7,4,first,11,500,34,48,LINE,0,1,1
65,7,4,first,11,500,34,49,LINE,1,0,1
65,7,4,first,11,500,34,51,LINE,1,0,1
65,7,4,first,11,500,34,52,LINE,1,0,1
65,7,4,first,11,500,35,36,LINE,0,1,3
65,7,4,first,11,500,35,36,LINE,1,-1,1
65,7,4,first,11,500,35,36,LINE,1,0,2
65,7,4,first,11,500,35,36,LINE,1,1,1
65,7,4,first,11,500,35,37,LINE,0,1,2
65,7,4,first,11,500,35,37,LINE,1,0,2
65,7,4,first,11,500,35,37,LINE,1,1,1
65,7,4,first,11,500,35,38,LINE,0,1,2
65,7,4,first,11,500,35,39,LINE,0,1,1
65,7,4,first,11,500,35,40,LINE,0,1,5
65,7,4,first,11,500,35,40,LINE,1,0,1
65,7,4,first,11,500,35,40,LINE,1,1,1
65,7,4,first,11,500,35,41,LINE,0,1,1
65,7,4,first,11,500,35,41,LINE,1,1,1
65,7,4,first,11,500,35,42,LINE,0,1,3
65,7,4,first,11,500,35,42,LINE,1,0,3
65,7,4,first,11,500,35,42,LINE,1,1,1
65,7,4,first,11,500,35,43,LINE,0,1,1
65,7,4,first,11,500,35,43,LINE,1,0,3
65,7,4,first,11,500,35,45,LINE,0,1,1
65,7,4,first,11,500,35,45,LINE,1,0,2
65,7,4,first,11,500,35,46,LINE,0,1,1
65,7,4,first,11,500,35,48,LINE,0,1,1
65,7,4,first,11,500,35,48,LINE,1,0,1
65,7,4,first,11,500,36,37,LINE,0,1,3
65,7,4,first,11,500,36,37,LINE,1,-1,1
65,7,4,first,11,500,36,37,LINE,1,0,3
65,7,4,first,11,500,36,37,LINE,1,1,1
65,7,4,first,11,500,36,38,LINE,0,1,2
65,7,4,first,11,500,36,38,LINE,1,-1,1
65,7,4,first,11,500,36,38,LINE,1,0,2
65,7,4,first,11,500,36,39,LINE,0,1,4
65,7,4,first,11,500,36,39,LINE,1,0,2
65,7,4,first,11,500,36,40,LINE,0,1,2
65,7,4,first,11,500,36,40,LINE,1,-1,3
65,7,4,first,11,500,36,40,LINE,1,0,2
65,7,4,first,11,500,36,41,LINE,0,1,1
65,7,4,first,11,500,36,41,LINE,1,-1,1
65,7,4,first,11,500,36,41,LINE,1,0,1
65,7,4,first,11,500,36,42,LINE,0,1,1
65,7,4,first,11,500,36,42,LINE,1,0,2
65,7,4,first,11,500,36,43,LINE,0,1,3
65,7,4,first,11,500,36,43,LINE,1,-1,1
65,7,4,first,11,500,36,43,LINE,1,0,5
65,7,4,first,11,500,36,44,LINE,0,1,2
65,7,4,first,11,500,36,44,LINE,1,0,1
65,7,4,first,11,500,36,45,LINE,0,1,1
65,7,4,first,11,500,36,45,LINE,1,0,1
65,7,4,first,11,500,36,46,LINE,1,0,2
65,7,4,first,11,500,36,56,LINE,1,0,1
65,7,4,first,11,500,37,38,LINE,1,-1,4
65,7,4,first,11,500,37,38,LINE,1,0,3
65,7,4,first,11,500,37,38,LINE,1,1,2
65,7,4,first,11,500,37,39,LINE,0,1,2
65,7,4,first,11,500,37,39,LINE,1,-1,2
65,7,4,first,11,500,37,39,LINE,1,0,2
65,7,4,first,11,500,37,40,LINE,1,0,5
65,7,4,first,11,500,37,40,LINE,1,1,2
65,7,4,first,11,500,37,41,LINE,0,1,2
65,7,4,first,11,500,37,41,LINE,1,-1,1
65,7,4,first,11,500,37,41,LINE,1,0,1
65,7,4,first,11,500,37,42,LINE,0,1,3
65,7,4,first,11,500,37,42,LINE,1,-1,1
65,7,4,first,11,500,37,42,LINE,1,0,3
65,7,4,first,11,500,37,42,LINE,1,1,1
65,7,4,first,11,500,37,43,LINE,0,1,2
65,7,4,first,11,500,37,43,LINE,1,0,3
65,7,4,first,11,500,37,44,LINE,0,1,1
65,7,4,first,11,500,37,44,LINE,1,0,1
65,7,4,first,11,500,37,45,LINE,1,-1,1
65,7,4,first,11,500,37,48,LINE,0,1,1
65,7,4,first,11,500,37,48,LINE,1,0,2
65,7,4,first,11,500,37,49,LINE,1,0,1
65,7,4,first,11,500,37,50,LINE,0,1,1
65,7,4,first,11,500,38,38,DIRECT_RANK2,0,0,2
65,7,4,first,11,500,38,39,LINE,1,-1,1
65,7,4,first,11,500,38,39,LINE,1,1,2
65,7,4,first,11,500,38,39,LINE,2,-1,1
65,7,4,first,11,500,38,40,LINE,0,1,6
65,7,4,first,11,500,38,40,LINE,1,-1,1
65,7,4,first,11,500,38,40,LINE,1,0,5
65,7,4,first,11,500,38,40,LINE,1,1,2
65,7,4,first,11,500,38,41,LINE,0,1,1
65,7,4,first,11,500,38,41,LINE,1,-1,1
65,7,4,first,11,500,38,41,LINE,1,0,5
65,7,4,first,11,500,38,42,LINE,0,1,2
65,7,4,first,11,500,38,42,LINE,1,0,1
65,7,4,first,11,500,38,42,LINE,1,1,1
65,7,4,first,11,500,38,43,LINE,1,0,3
65,7,4,first,11,500,38,44,LINE,0,1,1
65,7,4,first,11,500,38,44,LINE,1,-1,1
65,7,4,first,11,500,38,44,LINE,1,0,1
65,7,4,first,11,500,38,45,LINE,1,0,1
65,7,4,first,11,500,38,46,LINE,0,1,1
65,7,4,first,11,500,38,46,LINE,1,0,1
65,7,4,first,11,500,38,47,LINE,1,0,1
65,7,4,first,11,500,38,48,LINE,1,0,1
65,7,4,first,11,500,38,49,LINE,0,1,1
65,7,4,first,11,500,38,50,LINE,0,1,1
65,7,4,first,11,500,38,51,LINE,0,1,1
65,7,4,first,11,500,39,39,DIRECT_RANK2,0,0,1
65,7,4,first,11,500,39,40,LINE,0,1,6
65,7,4,first,11,500,39,40,LINE,1,0,2
65,7,4,first,11,500,39,40,LINE,1,1,3
65,7,4,first,11,500,39,41,LINE,0,1,3
65,7,4,first,11,500,39,41,LINE,1,1,3
65,7,4,first,11,500,39,42,LINE,0,1,4
65,7,4,first,11,500,39,42,LINE,1,-1,1
65,7,4,first,11,500,39,42,LINE,1,0,3
65,7,4,first,11,500,39,42,LINE,1,1,1
65,7,4,first,11,500,39,43,LINE,0,1,3
65,7,4,first,11,500,39,43,LINE,1,0,2
65,7,4,first,11,500,39,44,LINE,0,1,2
65,7,4,first,11,500,39,44,LINE,1,0,1
65,7,4,first,11,500,39,45,LINE,0,1,1
65,7,4,first,11,500,39,46,LINE,0,1,1
65,7,4,first,11,500,39,46,LINE,1,0,3
65,7,4,first,11,500,39,48,LINE,0,1,1
65,7,4,first,11,500,39,49,LINE,1,0,1
65,7,4,first,11,500,39,51,LINE,1,0,1
65,7,4,first,11,500,39,52,LINE,0,1,1
65,7,4,first,11,500,40,40,DIRECT_RANK2,0,0,3
65,7,4,first,11,500,40,41,LINE,0,1,6
65,7,4,first,11,500,40,41,LINE,1,-1,2
65,7,4,first,11,500,40,41,LINE,1,0,1
65,7,4,first,11,500,40,42,LINE,0,1,1
65,7,4,first,11,500,40,42,LINE,1,-1,3
65,7,4,first,11,500,40,42,LINE,1,0,3
65,7,4,first,11,500,40,43,LINE,0,1,4
65,7,4,first,11,500,40,43,LINE,1,0,4
65,7,4,first,11,500,40,44,LINE,1,0,1
65,7,4,first,11,500,40,45,LINE,0,1,2
65,7,4,first,11,500,40,45,LINE,1,0,1
65,7,4,first,11,500,40,47,LINE,0,1,1
65,7,4,first,11,500,40,50,LINE,0,1,1
65,7,4,first,11,500,41,41,DIRECT_RANK2,0,0,1
65,7,4,first,11,500,41,42,LINE,0,1,2
65,7,4,first,11,500,41,42,LINE,1,-1,1
65,7,4,first,11,500,41,42,LINE,1,0,2
65,7,4,first,11,500,41,42,LINE,1,1,2
65,7,4,first,11,500,41,43,LINE,0,1,3
65,7,4,first,11,500,41,43,LINE,1,-1,1
65,7,4,first,11,500,41,43,LINE,1,0,2
65,7,4,first,11,500,41,44,LINE,0,1,3
65,7,4,first,11,500,41,44,LINE,1,0,2
65,7,4,first,11,500,41,45,LINE,1,-1,1
65,7,4,first,11,500,41,46,LINE,0,1,1
65,7,4,first,11,500,41,46,LINE,1,0,1
65,7,4,first,11,500,41,47,LINE,1,0,1
65,7,4,first,11,500,41,48,LINE,1,0,1
65,7,4,first,11,500,41,49,LINE,0,1,1
65,7,4,first,11,500,41,49,LINE,1,0,1
65,7,4,first,11,500,42,43,LINE,0,1,1
65,7,4,first,11,500,42,43,LINE,1,0,1
65,7,4,first,11,500,42,44,LINE,0,1,4
65,7,4,first,11,500,42,44,LINE,1,0,3
65,7,4,first,11,500,42,45,LINE,1,0,1
65,7,4,first,11,500,42,46,LINE,1,-1,1
65,7,4,first,11,500,42,47,LINE,0,1,1
65,7,4,first,11,500,42,48,LINE,0,1,1
65,7,4,first,11,500,42,48,LINE,1,-1,1
65,7,4,first,11,500,42,49,LINE,0,1,1
65,7,4,first,11,500,42,53,LINE,0,1,1
65,7,4,first,11,500,43,43,DIRECT_RANK2,0,0,1
65,7,4,first,11,500,43,44,LINE,0,1,1
65,7,4,first,11,500,43,44,LINE,1,-1,2
65,7,4,first,11,500,43,44,LINE,1,0,2
65,7,4,first,11,500,43,45,LINE,0,1,2
65,7,4,first,11,500,43,45,LINE,1,0,2
65,7,4,first,11,500,43,46,LINE,0,1,1
65,7,4,first,11,500,43,49,LINE,0,1,1
65,7,4,first,11,500,43,50,LINE,1,0,1
65,7,4,first,11,500,43,51,LINE,1,0,2
65,7,4,first,11,500,44,44,DIRECT_RANK2,0,0,2
65,7,4,first,11,500,44,47,LINE,1,0,1
65,7,4,first,11,500,44,47,LINE,1,1,1
65,7,4,first,11,500,45,47,LINE,0,1,1
65,7,4,first,11,500,45,47,LINE,1,1,2
65,7,4,first,11,500,45,49,LINE,1,0,1
65,7,4,first,11,500,46,47,LINE,0,1,1
65,7,4,first,11,500,46,48,LINE,1,0,1
65,7,4,first,11,500,46,50,LINE,1,0,1
65,7,4,first,11,500,46,53,LINE,0,1,1
65,7,4,first,11,500,47,52,LINE,0,1,1
65,7,4,second,11,500,21,39,LINE,1,1,1
65,7,4,second,11,500,23,47,LINE,1,1,1
65,7,4,second,11,500,23,49,LINE,1,1,1
65,7,4,second,11,500,24,44,LINE,1,0,1
65,7,4,second,11,500,25,30,LINE,1,0,1
65,7,4,second,11,500,25,44,LINE,1,1,2
65,7,4,second,11,500,25,46,LINE,1,1,1
65,7,4,second,11,500,26,37,LINE,1,0,1
65,7,4,second,11,500,26,41,LINE,1,0,1
65,7,4,second,11,500,26,43,LINE,1,0,1
65,7,4,second,11,500,27,35,LINE,1,1,1
65,7,4,second,11,500,27,38,LINE,1,1,1
65,7,4,second,11,500,27,39,LINE,1,0,1
65,7,4,second,11,500,27,39,LINE,1,1,1
65,7,4,second,11,500,28,32,LINE,1,1,1
65,7,4,second,11,500,28,33,LINE,1,0,1
65,7,4,second,11,500,28,34,LINE,1,0,1
65,7,4,second,11,500,28,39,LINE,2,1,1
65,7,4,second,11,500,28,40,LINE,1,0,1
65,7,4,second,11,500,28,40,LINE,1,1,1
65,7,4,second,11,500,28,42,LINE,1,1,1
65,7,4,second,11,500,28,43,LINE,1,0,1
65,7,4,second,11,500,28,45,LINE,1,0,1
65,7,4,second,11,500,29,33,LINE,2,1,1
65,7,4,second,11,500,29,34,LINE,1,1,1
65,7,4,second,11,500,29,35,LINE,1,0,1
65,7,4,second,11,500,29,36,LINE,1,1,1
65,7,4,second,11,500,29,37,LINE,1,0,1
65,7,4,second,11,500,29,39,LINE,1,1,1
65,7,4,second,11,500,29,40,LINE,1,1,1
65,7,4,second,11,500,29,42,LINE,0,1,1
65,7,4,second,11,500,29,43,LINE,1,0,1
65,7,4,second,11,500,29,44,LINE,1,1,1
65,7,4,second,11,500,29,45,LINE,1,0,1
65,7,4,second,11,500,30,36,LINE,0,1,1
65,7,4,second,11,500,30,37,LINE,1,1,1
65,7,4,second,11,500,30,38,LINE,1,0,1
65,7,4,second,11,500,30,38,LINE,1,1,1
65,7,4,second,11,500,30,39,LINE,1,0,1
65,7,4,second,11,500,30,39,LINE,1,1,2
65,7,4,second,11,500,30,40,LINE,1,1,1
65,7,4,second,11,500,30,42,LINE,1,0,1
65,7,4,second,11,500,30,43,LINE,1,0,3
65,7,4,second,11,500,30,43,LINE,1,1,2
65,7,4,second,11,500,30,44,LINE,1,0,1
65,7,4,second,11,500,30,45,LINE,1,1,1
65,7,4,second,11,500,30,49,LINE,1,0,1
65,7,4,second,11,500,30,51,LINE,1,1,1
65,7,4,second,11,500,31,34,LINE,1,1,1
65,7,4,second,11,500,31,37,LINE,1,1,1
65,7,4,second,11,500,31,38,LINE,1,0,2
65,7,4,second,11,500,31,39,LINE,1,0,2
65,7,4,second,11,500,31,39,LINE,1,1,1
65,7,4,second,11,500,31,40,LINE,1,1,1
65,7,4,second,11,500,31,41,LINE,1,1,2
65,7,4,second,11,500,31,42,LINE,1,1,1
65,7,4,second,11,500,31,43,LINE,1,1,1
65,7,4,second,11,500,31,44,LINE,1,0,2
65,7,4,second,11,500,31,44,LINE,1,1,1
65,7,4,second,11,500,31,45,LINE,1,0,1
65,7,4,second,11,500,31,45,LINE,1,1,1
65,7,4,second,11,500,32,33,LINE,1,0,1
65,7,4,second,11,500,32,33,LINE,2,1,1
65,7,4,second,11,500,32,34,LINE,1,0,2
65,7,4,second,11,500,32,34,LINE,1,1,1
65,7,4,second,11,500,32,35,LINE,0,1,1
65,7,4,second,11,500,32,35,LINE,1,0,3
65,7,4,second,11,500,32,35,LINE,1,1,1
65,7,4,second,11,500,32,35,LINE,2,1,1
65,7,4,second,11,500,32,36,LINE,1,0,1
65,7,4,second,11,500,32,36,LINE,1,1,1
65,7,4,second,11,500,32,37,LINE,1,1,1
65,7,4,second,11,500,32,37,LINE,2,1,1
65,7,4,second,11,500,32,38,LINE,0,1,1
65,7,4,second,11,500,32,38,LINE,1,0,2
65,7,4,second,11,500,32,39,LINE,1,1,1
65,7,4,second,11,500,32,41,LINE,1,1,1
65,7,4,second,11,500,32,42,LINE,1,0,1
65,7,4,second,11,500,32,42,LINE,1,1,1
65,7,4,second,11,500,32,42,LINE,2,1,1
65,7,4,second,11,500,32,43,LINE,1,0,2
65,7,4,second,11,500,32,43,LINE,1,1,1
65,7,4,second,11,500,32,44,LINE,1,1,1
65,7,4,second,11,500,32,48,LINE,1,0,1
65,7,4,second,11,500,33,35,LINE,1,1,3
65,7,4,second,11,500,33,36,LINE,0,1,1
65,7,4,second,11,500,33,36,LINE,1,0,1
65,7,4,second,11,500,33,36,LINE,1,1,1
65,7,4,second,11,500,33,37,LINE,1,1,1
65,7,4,second,11,500,33,39,LINE,1,1,1
65,7,4,second,11,500,33,39,LINE,2,1,1
65,7,4,second,11,500,33,41,LINE,1,0,1
65,7,4,second,11,500,33,41,LINE,1,1,3
65,7,4,second,11,500,33,42,LINE,1,0,1
65,7,4,second,11,500,33,42,LINE,1,1,1
65,7,4,second,11,500,33,43,LINE,1,0,1
65,7,4,second,11,500,33,43,LINE,1,1,2
65,7,4,second,11,500,33,44,LINE,0,1,1
65,7,4,second,11,500,33,44,LINE,1,0,1
65,7,4,second,11,500,33,44,LINE,1,1,2
65,7,4,second,11,500,33,46,LINE,1,1,1
65,7,4,second,11,500,33,47,LINE,1,1,1
65,7,4,second,11,500,33,48,LINE,1,0,1
65,7,4,second,11,500,33,49,LINE,1,0,1
65,7,4,second,11,500,33,50,LINE,1,0,1
65,7,4,second,11,500,33,52,LINE,1,0,1
65,7,4,second,11,500,34,34,DIRECT_RANK2,0,0,1
65,7,4,second,11,500,34,35,LINE,1,0,2
65,7,4,second,11,500,34,35,LINE,2,1,1
65,7,4,second,11,500,34,36,LINE,1,0,1
65,7,4,second,11,500,34,36,LINE,1,1,1
65,7,4,second,11,500,34,37,LINE,1,0,3
65,7,4,second,11,500,34,37,LINE,2,1,2
65,7,4,second,11,500,34,38,LINE,0,1,1
65,7,4,second,11,500,34,38,LINE,1,0,6
65,7,4,second,11,500,34,38,LINE,1,1,2
65,7,4,second,11,500,34,38,LINE,2,1,1
65,7,4,second,11,500,34,39,LINE,1,1,1
65,7,4,second,11,500,34,40,LINE,1,0,2
65,7,4,second,11,500,34,40,LINE,2,1,1
65,7,4,second,11,500,34,41,LINE,1,0,3
65,7,4,second,11,500,34,41,LINE,1,1,3
65,7,4,second,11,500,34,41,LINE,2,1,1
65,7,4,second,11,500,34,42,LINE,1,0,2
65,7,4,second,11,500,34,42,LINE,1,1,1
65,7,4,second,11,500,34,43,LINE,1,0,3
65,7,4,second,11,500,34,43,LINE,1,1,1
65,7,4,second,11,500,34,44,LINE,1,0,1
65,7,4,second,11,500,34,45,LINE,1,1,1
65,7,4,second,11,500,34,48,LINE,1,1,1
65,7,4,second,11,500,34,49,LINE,1,0,1
65,7,4,second,11,500,34,51,LINE,1,0,1
65,7,4,second,11,500,34,52,LINE,1,0,1
65,7,4,second,11,500,35,36,LINE,0,1,1
65,7,4,second,11,500,35,36,LINE,1,0,2
65,7,4,second,11,500,35,36,LINE,1,1,3
65,7,4,second,11,500,35,36,LINE,2,1,1
65,7,4,second,11,500,35,37,LINE,1,0,2
65,7,4,second,11,500,35,37,LINE,1,1,2
65,7,4,second,11,500,35,37,LINE,2,1,1
65,7,4,second,11,500,35,38,LINE,1,1,2
65,7,4,second,11,500,35,39,LINE,1,1,1
65,7,4,second,11,500,35,40,LINE,1,0,1
65,7,4,second,11,500,35,40,LINE,1,1,5
65,7,4,second,11,500,35,40,LINE,2,1,1
65,7,4,second,11,500,35,41,LINE,1,1,1
65,7,4,second,11,500,35,41,LINE,2,1,1
65,7,4,second,11,500,35,42,LINE,1,0,3
65,7,4,second,11,500,35,42,LINE,1,1,3
65,7,4,second,11,500,35,42,LINE,2,1,1
65,7,4,second,11,500,35,43,LINE,1,0,3
65,7,4,second,11,500,35,43,LINE,1,1,1
65,7,4,second,11,500,35,45,LINE,1,0,2
65,7,4,second,11,500,35,45,LINE,1,1,1
65,7,4,second,11,500,35,46,LINE,1,1,1
65,7,4,second,11,500,35,48,LINE,1,0,1
65,7,4,second,11,500,35,48,LINE,1,1,1
65,7,4,second,11,500,36,37,LINE,0,1,1
65,7,4,second,11,500,36,37,LINE,1,0,3
65,7,4,second,11,500,36,37,LINE,1,1,3
65,7,4,second,11,500,36,37,LINE,2,1,1
65,7,4,second,11,500,36,38,LINE,0,1,1
65,7,4,second,11,500,36,38,LINE,1,0,2
65,7,4,second,11,500,36,38,LINE,1,1,2
65,7,4,second,11,500,36,39,LINE,1,0,2
65,7,4,second,11,500,36,39,LINE,1,1,4
65,7,4,second,11,500,36,40,LINE,0,1,3
65,7,4,second,11,500,36,40,LINE,1,0,2
65,7,4,second,11,500,36,40,LINE,1,1,2
65,7,4,second,11,500,36,41,LINE,0,1,1
65,7,4,second,11,500,36,41,LINE,1,0,1
65,7,4,second,11,500,36,41,LINE,1,1,1
65,7,4,second,11,500,36,42,LINE,1,0,2
65,7,4,second,11,500,36,42,LINE,1,1,1
65,7,4,second,11,500,36,43,LINE,0,1,1
65,7,4,second,11,500,36,43,LINE,1,0,5
65,7,4,second,11,500,36,43,LINE,1,1,3
65,7,4,second,11,500,36,44,LINE,1,0,1
65,7,4,second,11,500,36,44,LINE,1,1,2
65,7,4,second,11,500,36,45,LINE,1,0,1
65,7,4,second,11,500,36,45,LINE,1,1,1
65,7,4,second,11,500,36,46,LINE,1,0,2
65,7,4,second,11,500,36,56,LINE,1,0,1
65,7,4,second,11,500,37,38,LINE,0,1,4
65,7,4,second,11,500,37,38,LINE,1,0,3
65,7,4,second,11,500,37,38,LINE,2,1,2
65,7,4,second,11,500,37,39,LINE,0,1,2
65,7,4,second,11,500,37,39,LINE,1,0,2
65,7,4,second,11,500,37,39,LINE,1,1,2
65,7,4,second,11,500,37,40,LINE,1,0,5
65,7,4,second,11,500,37,40,LINE,2,1,2
65,7,4,second,11,500,37,41,LINE,0,1,1
65,7,4,second,11,500,37,41,LINE,1,0,1
65,7,4,second,11,500,37,41,LINE,1,1,2
65,7,4,second,11,500,37,42,LINE,0,1,1
65,7,4,second,11,500,37,42,LINE,1,0,3
65,7,4,second,11,500,37,42,LINE,1,1,3
65,7,4,second,11,500,37,42,LINE,2,1,1
65,7,4,second,11,500,37,43,LINE,1,0,3
65,7,4,second,11,500,37,43,LINE,1,1,2
65,7,4,second,11,500,37,44,LINE,1,0,1
65,7,4,second,11,500,37,44,LINE,1,1,1
65,7,4,second,11,500,37,45,LINE,0,1,1
65,7,4,second,11,500,37,48,LINE,1,0,2
65,7,4,second,11,500,37,48,LINE,1,1,1
65,7,4,second,11,500,37,49,LINE,1,0,1
65,7,4,second,11,500,37,50,LINE,1,1,1
65,7,4,second,11,500,38,38,DIRECT_RANK2,0,0,2
65,7,4,second,11,500,38,39,LINE,0,1,1
65,7,4,second,11,500,38,39,LINE,1,-1,1
65,7,4,second,11,500,38,39,LINE,2,1,2
65,7,4,second,11,500,38,40,LINE,0,1,1
65,7,4,second,11,500,38,40,LINE,1,0,5
65,7,4,second,11,500,38,40,LINE,1,1,6
65,7,4,second,11,500,38,40,LINE,2,1,2
65,7,4,second,11,500,38,41,LINE,0,1,1
65,7,4,second,11,500,38,41,LINE,1,0,5
65,7,4,second,11,500,38,41,LINE,1,1,1
65,7,4,second,11,500,38,42,LINE,1,0,1
65,7,4,second,11,500,38,42,LINE,1,1,2
65,7,4,second,11,500,38,42,LINE,2,1,1
65,7,4,second,11,500,38,43,LINE,1,0,3
65,7,4,second,11,500,38,44,LINE,0,1,1
65,7,4,second,11,500,38,44,LINE,1,0,1
65,7,4,second,11,500,38,44,LINE,1,1,1
65,7,4,second,11,500,38,45,LINE,1,0,1
65,7,4,second,11,500,38,46,LINE,1,0,1
65,7,4,second,11,500,38,46,LINE,1,1,1
65,7,4,second,11,500,38,47,LINE,1,0,1
65,7,4,second,11,500,38,48,LINE,1,0,1
65,7,4,second,11,500,38,49,LINE,1,1,1
65,7,4,second,11,500,38,50,LINE,1,1,1
65,7,4,second,11,500,38,51,LINE,1,1,1
65,7,4,second,11,500,39,39,DIRECT_RANK2,0,0,1
65,7,4,second,11,500,39,40,LINE,1,0,2
65,7,4,second,11,500,39,40,LINE,1,1,6
65,7,4,second,11,500,39,40,LINE,2,1,3
65,7,4,second,11,500,39,41,LINE,1,1,3
65,7,4,second,11,500,39,41,LINE,2,1,3
65,7,4,second,11,500,39,42,LINE,0,1,1
65,7,4,second,11,500,39,42,LINE,1,0,3
65,7,4,second,11,500,39,42,LINE,1,1,4
65,7,4,second,11,500,39,42,LINE,2,1,1
65,7,4,second,11,500,39,43,LINE,1,0,2
65,7,4,second,11,500,39,43,LINE,1,1,3
65,7,4,second,11,500,39,44,LINE,1,0,1
65,7,4,second,11,500,39,44,LINE,1,1,2
65,7,4,second,11,500,39,45,LINE,1,1,1
65,7,4,second,11,500,39,46,LINE,1,0,3
65,7,4,second,11,500,39,46,LINE,1,1,1
65,7,4,second,11,500,39,48,LINE,1,1,1
65,7,4,second,11,500,39,49,LINE,1,0,1
65,7,4,second,11,500,39,51,LINE,1,0,1
65,7,4,second,11,500,39,52,LINE,1,1,1
65,7,4,second,11,500,40,40,DIRECT_RANK2,0,0,3
65,7,4,second,11,500,40,41,LINE,0,1,2
65,7,4,second,11,500,40,41,LINE,1,0,1
65,7,4,second,11,500,40,41,LINE,1,1,6
65,7,4,second,11,500,40,42,LINE,0,1,3
65,7,4,second,11,500,40,42,LINE,1,0,3
65,7,4,second,11,500,40,42,LINE,1,1,1
65,7,4,second,11,500,40,43,LINE,1,0,4
65,7,4,second,11,500,40,43,LINE,1,1,4
65,7,4,second,11,500,40,44,LINE,1,0,1
65,7,4,second,11,500,40,45,LINE,1,0,1
65,7,4,second,11,500,40,45,LINE,1,1,2
65,7,4,second,11,500,40,47,LINE,1,1,1
65,7,4,second,11,500,40,50,LINE,1,1,1
65,7,4,second,11,500,41,41,DIRECT_RANK2,0,0,1
65,7,4,second,11,500,41,42,LINE,0,1,1
65,7,4,second,11,500,41,42,LINE,1,0,2
65,7,4,second,11,500,41,42,LINE,1,1,2
65,7,4,second,11,500,41,42,LINE,2,1,2
65,7,4,second,11,500,41,43,LINE,0,1,1
65,7,4,second,11,500,41,43,LINE,1,0,2
65,7,4,second,11,500,41,43,LINE,1,1,3
65,7,4,second,11,500,41,44,LINE,1,0,2
65,7,4,second,11,500,41,44,LINE,1,1,3
65,7,4,second,11,500,41,45,LINE,0,1,1
65,7,4,second,11,500,41,46,LINE,1,0,1
65,7,4,second,11,500,41,46,LINE,1,1,1
65,7,4,second,11,500,41,47,LINE,1,0,1
65,7,4,second,11,500,41,48,LINE,1,0,1
65,7,4,second,11,500,41,49,LINE,1,0,1
65,7,4,second,11,500,41,49,LINE,1,1,1
65,7,4,second,11,500,42,43,LINE,1,0,1
65,7,4,second,11,500,42,43,LINE,1,1,1
65,7,4,second,11,500,42,44,LINE,1,0,3
65,7,4,second,11,500,42,44,LINE,1,1,4
65,7,4,second,11,500,42,45,LINE,1,0,1
65,7,4,second,11,500,42,46,LINE,0,1,1
65,7,4,second,11,500,42,47,LINE,1,1,1
65,7,4,second,11,500,42,48,LINE,0,1,1
65,7,4,second,11,500,42,48,LINE,1,1,1
65,7,4,second,11,500,42,49,LINE,1,1,1
65,7,4,second,11,500,42,53,LINE,1,1,1
65,7,4,second,11,500,43,43,DIRECT_RANK2,0,0,1
65,7,4,second,11,500,43,44,LINE,0,1,2
65,7,4,second,11,500,43,44,LINE,1,0,2
65,7,4,second,11,500,43,44,LINE,1,1,1
65,7,4,second,11,500,43,45,LINE,1,0,2
65,7,4,second,11,500,43,45,LINE,1,1,2
65,7,4,second,11,500,43,46,LINE,1,1,1
65,7,4,second,11,500,43,49,LINE,1,1,1
65,7,4,second,11,500,43,50,LINE,1,0,1
65,7,4,second,11,500,43,51,LINE,1,0,2
65,7,4,second,11,500,44,44,DIRECT_RANK2,0,0,2
65,7,4,second,11,500,44,47,LINE,1,0,1
65,7,4,second,11,500,44,47,LINE,2,1,1
65,7,4,second,11,500,45,47,LINE,1,1,1
65,7,4,second,11,500,45,47,LINE,2,1,2
65,7,4,second,11,500,45,49,LINE,1,0,1
65,7,4,second,11,500,46,47,LINE,1,1,1
65,7,4,second,11,500,46,48,LINE,1,0,1
65,7,4,second,11,500,46,50,LINE,1,0,1
65,7,4,second,11,500,46,53,LINE,1,1,1
65,7,4,second,11,500,47,52,LINE,1,1,1
65,7,4,first,12,500,19,30,LINE,0,1,1
